,ID,State,Subscription_End_Date,Expiring_Dollars,Expiring_Students,Renewal_Date,Metro_Code,Apple_Mac_Code,PC_Code,Poverty_Level_Code,Avg_Household_Income,Title_1_Code,Software_budget_per_head,Training_Budget_Per_head,Lunch_Program_Eligible_Students,Affluence_Indicator,Avg_Sell_price,Renew_delay,Days_group,Subscription_Status
19800,676041,Texas,2017-10-31,1920,240,ZZ,T,D,G,C,I,C,E,C,195.0,4.0,8.0,999,11.0,Renewed
19801,442704,Wisconsin,2017-10-31,1920,240,ZZ,S,ZZ,ZZ,ZZ,N,ZZ,ZZ,ZZ,0.0,5.0,8.0,999,11.0,Renewed
19802,442989,Wisconsin,2017-10-31,2480,310,ZZ,S,ZZ,ZZ,ZZ,P,ZZ,ZZ,ZZ,0.0,5.0,8.0,999,11.0,Renewed
19803,488424,Minnesota,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19804,492858,Minnesota,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19805,475845,Minnesota,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19806,476397,Minnesota,2017-10-31,2168,271,ZZ,U,I,H,C,M,D,F,B,93.0,5.0,8.0,999,11.0,Renewed
19807,509433,Montana,2017-10-31,2080,260,ZZ,R,K,F,B,J,B,F,D,75.0,5.0,8.0,999,11.0,Renewed
19808,505695,North Dakota,2017-10-31,1920,240,ZZ,R,D,D,C,M,D,E,B,79.0,5.0,8.0,999,11.0,Renewed
19809,519477,Illinois,2017-10-31,1920,240,ZZ,U,H,H,C,M,B,F,B,337.0,3.0,8.0,999,11.0,Not Renewed
19810,529809,Illinois,2017-10-31,1920,240,ZZ,S,G,H,C,L,B,H,H,570.0,2.0,8.0,999,11.0,Not Renewed
19811,544770,Illinois,2017-10-31,2640,330,ZZ,S,D,E,C,L,C,G,C,149.0,5.0,8.0,999,11.0,Renewed
19812,540117,Illinois,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,M,ZZ,ZZ,ZZ,0.0,3.0,8.0,999,11.0,Renewed
19814,550545,Illinois,2017-10-31,2416,302,ZZ,S,K,E,C,G,B,F,B,229.0,1.0,8.0,999,11.0,Renewed
19815,563187,Illinois,2017-10-31,1920,240,ZZ,R,K,D,B,I,B,Z,Z,51.0,1.0,8.0,999,11.0,Renewed
19816,563994,Illinois,2017-10-31,2320,290,ZZ,R,A,E,C,K,B,Z,Z,171.0,2.0,8.0,999,11.0,Renewed
19817,559461,Illinois,2017-10-31,2600,325,ZZ,R,B,F,B,L,B,Z,Z,95.0,2.0,8.0,999,11.0,Renewed
19818,585456,Missouri,2017-10-31,1920,240,ZZ,T,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19819,587262,Missouri,2017-10-31,3600,450,ZZ,R,K,F,C,F,C,E,B,253.0,3.0,8.0,999,11.0,Renewed
19820,599958,Kansas,2017-10-31,1920,240,ZZ,R,C,D,C,K,B,E,B,81.0,2.0,8.0,999,11.0,Renewed
19821,606654,Kansas,2017-10-31,2400,300,ZZ,T,C,H,C,J,B,H,C,711.0,3.0,8.0,999,11.0,Not Renewed
19822,606063,Kansas,2017-10-31,1920,240,ZZ,R,C,D,B,J,A,E,B,24.0,2.0,8.0,999,11.0,Renewed
19823,617784,Nebraska,2017-10-31,2400,300,ZZ,R,K,D,B,J,B,E,B,61.0,2.0,8.0,999,11.0,Renewed
19824,617490,Nebraska,2017-10-31,2080,260,ZZ,T,H,C,C,J,B,H,C,101.0,2.0,8.0,999,11.0,Renewed
19825,419760,Michigan,2017-10-31,1920,240,ZZ,R,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,3.0,8.0,999,11.0,Renewed
19826,414855,Michigan,2017-10-31,6200,775,ZZ,ZZ,K,E,C,B,B,D,A,274.0,1.0,8.0,999,11.0,Renewed
19827,411261,Michigan,2017-10-31,2720,340,ZZ,R,K,E,C,J,A,E,B,237.0,1.0,8.0,999,11.0,Renewed
19828,408963,Michigan,2017-10-31,2880,360,ZZ,R,K,E,B,J,B,E,B,368.0,2.0,8.0,999,11.0,Renewed
19829,395031,Michigan,2017-10-31,4480,560,ZZ,R,A,F,B,J,A,H,C,447.0,1.0,8.0,999,11.0,Renewed
19830,384267,Michigan,2017-10-31,2576,322,ZZ,S,F,H,C,I,C,E,A,650.0,3.0,8.0,999,11.0,Not Renewed
19831,389799,Michigan,2017-10-31,1920,240,ZZ,S,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19832,375270,Michigan,2017-10-31,2720,340,ZZ,S,F,E,D,G,D,G,C,303.0,2.0,8.0,999,11.0,Renewed
19833,371055,Indiana,2017-10-31,3320,415,ZZ,R,K,F,C,L,B,E,B,221.0,3.0,8.0,999,11.0,Renewed
19834,373959,Indiana,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,A,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19835,370548,Indiana,2017-10-31,4400,550,ZZ,T,D,F,C,I,B,G,C,396.0,3.0,8.0,999,11.0,Renewed
19836,340833,Ohio,2017-10-31,3200,400,ZZ,S,D,F,B,N,A,H,C,75.0,2.0,8.0,999,11.0,Renewed
19837,339045,Ohio,2017-10-31,3472,434,ZZ,S,B,H,B,N,B,G,C,158.0,2.0,8.0,999,11.0,Renewed
19838,339924,Ohio,2017-10-31,2400,300,ZZ,S,C,F,B,M,A,G,C,0.0,2.0,8.0,999,11.0,Renewed
19839,346656,Ohio,2017-10-31,6680,835,ZZ,S,K,G,B,L,A,H,C,296.0,2.0,8.0,999,11.0,Renewed
19840,354369,Indiana,2017-10-31,2240,280,ZZ,U,ZZ,ZZ,ZZ,K,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19841,357000,Indiana,2017-10-31,2800,350,ZZ,ZZ,E,G,B,O,A,F,B,41.0,4.0,8.0,999,11.0,Renewed
19842,272592,Mississippi,2017-10-31,1920,240,ZZ,T,ZZ,ZZ,ZZ,B,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19843,271539,Mississippi,2017-10-31,5432,679,ZZ,T,K,G,D,E,C,H,E,609.0,1.0,8.0,999,11.0,Renewed
19844,268860,Mississippi,2017-10-31,1920,240,ZZ,R,D,F,D,A,C,E,C,203.0,2.0,8.0,999,11.0,Not Renewed
19845,268572,Mississippi,2017-10-31,3968,496,ZZ,T,A,F,D,B,C,E,C,441.0,2.0,8.0,999,11.0,Renewed
19847,276207,Mississippi,2017-10-31,1920,240,ZZ,R,ZZ,ZZ,ZZ,B,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19848,276531,Mississippi,2017-10-31,3000,375,ZZ,T,E,E,D,C,C,E,C,305.0,1.0,8.0,999,11.0,Renewed
19849,276744,Mississippi,2017-10-31,4800,600,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19850,276789,Mississippi,2017-10-31,4080,510,ZZ,T,D,G,D,B,D,G,D,449.0,4.0,8.0,999,11.0,Renewed
19852,280722,Mississippi,2017-10-31,4120,515,ZZ,R,A,E,C,F,B,E,C,216.0,2.0,8.0,999,11.0,Renewed
19853,310350,Ohio,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,A,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19854,308328,Ohio,2017-10-31,2064,258,ZZ,R,E,D,B,M,A,F,B,78.0,4.0,8.0,999,11.0,Renewed
19855,325422,Ohio,2017-10-31,1920,240,ZZ,R,D,D,C,F,C,G,C,188.0,2.0,8.0,999,11.0,Not Renewed
19856,320427,Ohio,2017-10-31,3024,378,ZZ,S,ZZ,ZZ,ZZ,K,ZZ,ZZ,ZZ,0.0,3.0,8.0,999,11.0,Renewed
19857,321123,Ohio,2017-10-31,3160,395,ZZ,S,G,G,B,P,A,H,C,91.0,2.0,8.0,999,11.0,Renewed
19858,198894,Florida,2017-10-31,6800,850,ZZ,S,J,J,C,N,C,G,E,419.0,5.0,8.0,999,11.0,Renewed
19859,185700,Florida,2017-10-31,4160,520,ZZ,R,K,H,C,F,B,G,D,365.0,1.0,8.0,999,11.0,Renewed
19860,184920,Florida,2017-10-31,7000,875,ZZ,S,E,I,C,M,B,G,E,279.0,4.0,8.0,999,11.0,Renewed
19861,189360,Florida,2017-10-31,7200,900,ZZ,U,J,J,C,J,C,G,E,342.0,3.0,8.0,999,11.0,Renewed
19862,193722,Florida,2017-10-31,1920,240,ZZ,S,ZZ,ZZ,ZZ,B,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19863,190326,Florida,2017-10-31,3600,450,ZZ,S,J,J,C,J,C,G,E,242.0,3.0,8.0,999,11.0,Renewed
19865,163665,Georgia,2017-10-31,4264,533,ZZ,R,C,H,C,A,B,G,D,421.0,1.0,8.0,999,11.0,Renewed
19866,163842,Georgia,2017-10-31,4664,583,ZZ,R,C,H,C,A,B,G,D,424.0,1.0,8.0,999,11.0,Renewed
19867,162789,Georgia,2017-10-31,2880,360,ZZ,U,G,H,D,C,D,G,E,466.0,3.0,8.0,999,11.0,Not Renewed
19868,183201,Florida,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,B,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19869,239142,Alabama,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19870,237948,Alabama,2017-10-31,1920,240,ZZ,R,D,G,C,G,B,A,A,288.0,3.0,8.0,999,11.0,Not Renewed
19871,238143,Alabama,2017-10-31,7440,930,ZZ,S,E,E,C,L,B,G,E,427.0,3.0,8.0,999,11.0,Renewed
19872,238950,Alabama,2017-10-31,2000,250,ZZ,U,ZZ,ZZ,ZZ,I,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19873,237108,Alabama,2017-10-31,4560,570,ZZ,T,B,F,D,E,C,E,C,0.0,2.0,8.0,999,11.0,Renewed
19874,236919,Alabama,2017-10-31,2720,340,ZZ,R,B,F,D,A,C,G,D,311.0,1.0,8.0,999,11.0,Not Renewed
19875,235761,Alabama,2017-10-31,3080,385,ZZ,R,B,F,C,D,B,F,C,397.0,1.0,8.0,999,11.0,Not Renewed
19876,234732,Alabama,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19877,234846,Alabama,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19878,233010,Alabama,2017-10-31,4800,600,ZZ,S,A,H,C,L,B,G,E,406.0,2.0,8.0,999,11.0,Renewed
19879,233094,Alabama,2017-10-31,2400,300,ZZ,S,A,H,C,J,B,G,E,200.0,2.0,8.0,999,11.0,Renewed
19880,224031,Alabama,2017-10-31,3944,493,ZZ,S,B,H,B,I,A,G,D,242.0,3.0,8.0,999,11.0,Renewed
19881,224736,Alabama,2017-10-31,4880,610,ZZ,S,F,H,B,L,A,H,E,62.0,4.0,8.0,999,11.0,Renewed
19882,225579,Alabama,2017-10-31,2400,300,ZZ,U,F,H,C,A,C,G,E,296.0,2.0,8.0,999,11.0,Not Renewed
19883,225747,Alabama,2017-10-31,3520,440,ZZ,U,E,H,C,F,B,G,E,385.0,1.0,8.0,999,11.0,Renewed
19884,225912,Alabama,2017-10-31,4240,530,ZZ,U,F,H,C,N,C,G,E,152.0,5.0,8.0,999,11.0,Renewed
19886,226443,Alabama,2017-10-31,3040,380,ZZ,S,E,H,C,F,B,G,E,311.0,1.0,8.0,999,11.0,Renewed
19887,228615,Alabama,2017-10-31,1920,240,ZZ,R,C,G,C,D,B,H,E,202.0,1.0,8.0,999,11.0,Not Renewed
19888,229257,Alabama,2017-10-31,4040,505,ZZ,R,A,H,C,G,B,H,E,426.0,2.0,8.0,999,11.0,Renewed
19889,228093,Alabama,2017-10-31,7000,875,ZZ,R,E,H,C,L,B,A,A,552.0,4.0,8.0,999,11.0,Renewed
19890,228141,Alabama,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,C,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19891,232089,Alabama,2017-10-31,1920,240,ZZ,R,D,H,C,G,C,G,D,392.0,1.0,8.0,999,11.0,Not Renewed
19892,229707,Alabama,2017-10-31,2200,275,ZZ,T,A,G,C,I,B,Z,Z,137.0,1.0,8.0,999,11.0,Renewed
19893,256107,Tennessee,2017-10-31,5840,730,ZZ,T,E,H,C,D,B,G,D,577.0,1.0,8.0,999,11.0,Renewed
19894,255132,Tennessee,2017-10-31,7560,945,ZZ,R,E,H,C,D,B,G,D,882.0,1.0,8.0,999,11.0,Renewed
19895,262968,Tennessee,2017-10-31,3040,380,ZZ,T,B,F,D,E,D,E,C,232.0,2.0,8.0,999,11.0,Renewed
19896,249756,Tennessee,2017-10-31,3560,445,ZZ,R,G,H,C,F,B,G,D,286.0,1.0,8.0,999,11.0,Renewed
19897,240345,Alabama,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19898,241032,Alabama,2017-10-31,1920,240,ZZ,T,ZZ,ZZ,ZZ,C,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19899,241146,Alabama,2017-10-31,2400,300,ZZ,S,ZZ,ZZ,ZZ,L,ZZ,ZZ,ZZ,0.0,3.0,8.0,999,11.0,Renewed
19900,244191,Tennessee,2017-10-31,3560,445,ZZ,T,G,H,C,D,B,G,D,356.0,1.0,8.0,999,11.0,Renewed
19901,244269,Tennessee,2017-10-31,3560,445,ZZ,T,G,H,C,D,B,G,D,428.0,1.0,8.0,999,11.0,Renewed
19902,241536,Alabama,2017-10-31,1920,240,ZZ,R,ZZ,ZZ,ZZ,A,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19903,100395,West Virginia,2017-10-31,2480,310,ZZ,T,A,G,C,I,B,F,C,171.0,3.0,8.0,999,11.0,Not Renewed
19904,99774,Virginia,2017-10-31,3400,425,ZZ,R,C,H,C,I,B,G,D,316.0,3.0,8.0,999,11.0,Renewed
19905,99501,Virginia,2017-10-31,1920,240,ZZ,R,G,H,B,D,A,G,D,112.0,1.0,8.0,999,11.0,Not Renewed
19906,99972,Virginia,2017-10-31,1920,240,ZZ,R,D,H,C,D,B,G,D,168.0,1.0,8.0,999,11.0,Not Renewed
19907,115755,North Carolina,2017-10-31,2320,290,ZZ,R,G,D,C,F,B,E,C,177.0,1.0,8.0,999,11.0,Not Renewed
19908,115104,North Carolina,2017-10-31,2144,268,ZZ,ZZ,E,H,D,E,C,G,D,158.0,1.0,8.0,999,11.0,Not Renewed
19909,115152,North Carolina,2017-10-31,3920,490,ZZ,ZZ,E,H,D,E,C,G,D,280.0,1.0,8.0,999,11.0,Renewed
19910,117273,North Carolina,2017-10-31,2240,280,ZZ,R,G,H,C,G,C,G,D,276.0,2.0,8.0,999,11.0,Not Renewed
19911,117636,North Carolina,2017-10-31,2160,270,ZZ,S,G,H,C,E,C,G,D,175.0,2.0,8.0,999,11.0,Not Renewed
19912,116856,North Carolina,2017-10-31,3840,480,ZZ,R,G,H,C,Z,C,G,D,353.0,1.0,8.0,999,11.0,Renewed
19913,110817,North Carolina,2017-10-31,3120,390,ZZ,R,E,H,D,F,D,G,D,463.0,3.0,8.0,999,11.0,Not Renewed
19914,114681,North Carolina,2017-10-31,2000,250,ZZ,R,E,H,D,B,C,G,D,293.0,1.0,8.0,999,11.0,Not Renewed
19915,103203,West Virginia,2017-10-31,2000,250,ZZ,T,D,H,C,G,C,G,D,0.0,3.0,8.0,999,11.0,Renewed
19916,103317,West Virginia,2017-10-31,2000,250,ZZ,R,D,H,C,B,C,G,D,0.0,2.0,8.0,999,11.0,Renewed
19917,104505,West Virginia,2017-10-31,1920,240,ZZ,R,C,H,C,H,C,G,D,87.0,4.0,8.0,999,11.0,Not Renewed
19918,125661,North Carolina,2017-10-31,4000,500,ZZ,T,H,H,C,L,B,G,E,317.0,3.0,8.0,999,11.0,Renewed
19919,132336,South Carolina,2017-10-31,3040,380,ZZ,T,ZZ,ZZ,ZZ,B,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19920,123510,North Carolina,2017-10-31,2536,317,ZZ,R,A,H,D,B,C,G,D,277.0,2.0,8.0,999,11.0,Not Renewed
19921,122043,North Carolina,2017-10-31,1944,243,ZZ,R,A,H,D,A,C,G,D,228.0,1.0,8.0,999,11.0,Not Renewed
19922,118923,North Carolina,2017-10-31,3600,450,ZZ,T,G,H,C,I,C,G,D,300.0,2.0,8.0,999,11.0,Renewed
19923,142272,South Carolina,2017-10-31,1920,240,ZZ,R,K,E,C,F,B,E,C,186.0,1.0,8.0,999,11.0,Not Renewed
19924,71796,Pennsylvania,2017-10-31,3768,471,ZZ,S,C,F,C,F,C,C,A,397.0,2.0,8.0,999,11.0,Renewed
19925,71880,Pennsylvania,2017-10-31,3600,450,ZZ,S,C,G,B,K,B,C,A,136.0,2.0,8.0,999,11.0,Renewed
19926,70830,New York,2017-10-31,1920,240,ZZ,S,ZZ,ZZ,ZZ,L,ZZ,ZZ,ZZ,0.0,3.0,8.0,999,11.0,Renewed
19927,91725,Maryland,2017-10-31,1920,240,ZZ,S,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,4.0,8.0,999,11.0,Renewed
19928,95316,Virginia,2017-10-31,3744,468,ZZ,U,G,H,B,J,A,G,D,273.0,1.0,8.0,999,11.0,Renewed
19929,98142,Virginia,2017-10-31,4136,517,ZZ,R,K,H,C,E,B,G,D,321.0,2.0,8.0,999,11.0,Renewed
19930,98169,Virginia,2017-10-31,4136,517,ZZ,R,K,H,C,E,B,G,D,238.0,2.0,8.0,999,11.0,Renewed
19931,98205,Virginia,2017-10-31,4136,517,ZZ,R,K,H,C,G,B,G,D,545.0,3.0,8.0,999,11.0,Not Renewed
19932,98655,Virginia,2017-10-31,1920,240,ZZ,R,ZZ,ZZ,ZZ,Z,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19933,97767,Virginia,2017-10-31,3600,450,ZZ,S,E,H,D,F,D,H,E,454.0,4.0,8.0,999,11.0,Not Renewed
19934,97809,Virginia,2017-10-31,1920,240,ZZ,T,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19935,97098,Virginia,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,L,ZZ,ZZ,ZZ,0.0,4.0,8.0,999,11.0,Renewed
19936,75465,Pennsylvania,2017-10-31,1920,240,ZZ,R,E,F,C,H,C,H,G,210.0,3.0,8.0,999,11.0,Not Renewed
19937,75501,Pennsylvania,2017-10-31,1920,240,ZZ,T,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19938,80886,Pennsylvania,2017-10-31,1920,240,ZZ,T,G,F,B,K,B,B,A,350.0,4.0,8.0,999,11.0,Not Renewed
19939,9536076,California,2017-10-31,5920,740,ZZ,S,K,K,C,L,B,Z,Z,625.0,3.0,8.0,999,11.0,Renewed
19940,9418761,Michigan,2017-10-31,4480,560,ZZ,U,ZZ,ZZ,ZZ,A,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19941,8584923,Texas,2017-10-31,4784,598,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19942,8518002,Alabama,2017-10-31,4040,505,ZZ,T,A,H,C,E,B,H,E,309.0,1.0,8.0,999,11.0,Renewed
19943,8543187,Texas,2017-10-31,3608,451,ZZ,S,F,I,D,C,C,G,E,712.0,3.0,8.0,999,11.0,Renewed
19944,8122998,Michigan,2017-10-31,6240,780,ZZ,U,ZZ,ZZ,ZZ,H,ZZ,ZZ,ZZ,0.0,3.0,8.0,999,11.0,Renewed
19945,8142669,Michigan,2017-10-31,5600,700,ZZ,U,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19946,8002086,Kentucky,2017-10-31,3120,390,ZZ,R,A,F,C,C,C,B,A,240.0,2.0,8.0,999,11.0,Renewed
19947,7909569,Alabama,2017-10-31,3600,450,ZZ,R,E,H,C,J,B,G,E,271.0,2.0,8.0,999,11.0,Renewed
19948,7867761,Nevada,2017-10-31,6568,821,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19949,11343786,Texas,2017-10-31,6000,750,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19950,16326384,Texas,2017-10-31,2768,346,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19951,10525605,Michigan,2017-10-31,5600,700,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19953,10414209,California,2017-10-31,1920,240,ZZ,R,K,K,ZZ,L,C,Z,Z,0.0,5.0,8.0,999,11.0,Renewed
19954,10186257,Oklahoma,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19955,7560867,Arizona,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19956,7466028,Tennessee,2017-10-31,6000,750,ZZ,U,I,G,C,J,B,G,E,313.0,1.0,8.0,999,11.0,Renewed
19957,7469592,Texas,2017-10-31,4864,608,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19958,7482555,Alabama,2017-10-31,2800,350,ZZ,R,E,H,C,N,B,G,E,143.0,3.0,8.0,999,11.0,Renewed
19959,7158699,Texas,2017-10-31,5200,650,ZZ,S,G,I,C,G,C,G,E,645.0,3.0,8.0,999,11.0,Renewed
19960,7137831,Texas,2017-10-31,2400,300,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19961,7124115,California,2017-10-31,7000,875,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19962,5728335,Michigan,2017-10-31,4640,580,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19963,5735940,California,2017-10-31,4800,600,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19964,6050115,California,2017-10-31,4800,600,ZZ,S,H,F,C,K,B,D,A,158.0,3.0,8.0,999,11.0,Renewed
19965,6030228,Texas,2017-10-31,4200,525,ZZ,U,ZZ,ZZ,ZZ,C,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19966,5608107,California,2017-10-31,8848,1106,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19967,5551092,Florida,2017-10-31,4600,575,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19968,6198486,Georgia,2017-10-31,9600,1200,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19969,6333897,Texas,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19970,6126411,Florida,2017-10-31,7600,950,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19971,6144276,Texas,2017-10-31,3360,420,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19972,6573441,Florida,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19973,3320613,Texas,2017-10-31,3480,435,ZZ,T,C,G,C,I,B,G,D,515.0,5.0,8.0,999,11.0,Renewed
19974,3074760,West Virginia,2017-10-31,3440,430,ZZ,R,A,G,C,I,B,F,C,355.0,3.0,8.0,999,11.0,Renewed
19975,3097554,Michigan,2017-10-31,4096,512,ZZ,S,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,5.0,8.0,999,11.0,Renewed
19978,3713646,Kansas,2017-10-31,1920,240,ZZ,R,K,E,C,J,B,F,B,55.0,4.0,8.0,999,11.0,Renewed
19979,3613098,Florida,2017-10-31,7360,920,ZZ,S,I,H,C,F,C,G,E,384.0,1.0,8.0,999,11.0,Renewed
19980,4559301,Texas,2017-10-31,3608,451,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19981,4551195,Texas,2017-10-31,2960,370,ZZ,U,ZZ,ZZ,ZZ,C,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19982,4453641,Virginia,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19983,5044917,Michigan,2017-10-31,3600,450,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19984,5131347,New Mexico,2017-10-31,2720,340,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19985,4899117,Indiana,2017-10-31,2760,345,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19986,4934511,California,2017-10-31,2200,275,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19987,4915452,Florida,2017-10-31,1920,240,ZZ,S,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,5.0,8.0,999,11.0,Renewed
19988,2213433,Indiana,2017-10-31,2800,350,ZZ,T,K,F,C,Z,C,E,B,147.0,1.0,8.0,999,11.0,Renewed
